"host_since","host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","bathrooms_text","accommodates","price","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
3266,4,1,0,1,1,"Queens",40.68077,-73.78823,1,5,192,1,51,4.94,0,4.42,1,0,0,0,0,0,0,1,0,5.25749537202778
2580,0,0,2,1,1,"Manhattan",40.8088,-73.9361,1,2,51,1,0,3.94,0,1.46,0,0,1,0,0,0,1,0,0,3.93182563272433
4163,0,0,1,1,1,"Manhattan",40.76816,-73.98657,1,2,190,30,0,5,0,0.15,1,0,0,0,0,0,1,0,0,5.24702407216049
2841,0,0,1,1,0,"Queens",40.71403,-73.8184,1,1,85,30,365,0,0,0,0,0,0,1,0,0,0,1,0,4.44265125649032
1418,4,0,3,1,1,"Brooklyn",40.67747,-73.87682,2,4,215,3,70,4.5,0,1.95,1,0,0,0,0,1,0,0,0,5.37063802812766
3385,0,0,1,1,1,"Brooklyn",40.63806,-74.01424,1,1,60,3,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0943445622221
1867,4,1,5,1,1,"Queens",40.67204,-73.78085,1,2,80,1,61,4.92,1,3.72,0,0,1,0,0,0,0,1,0,4.38202663467388
4457,3,0,11,1,1,"Manhattan",40.77982,-73.94668,1,2,95,30,275,4.67,0,0.31,1,0,0,0,0,0,1,0,0,4.55387689160054
3089,0,1,0,1,1,"Manhattan",40.86711,-73.92247,1,3,100,3,0,4.85,0,0.65,1,0,0,0,0,0,1,0,0,4.60517018598809
1418,4,1,2,1,1,"Brooklyn",40.6852,-73.92873,1,2,176,6,60,4.88,0,1.99,1,0,0,0,0,1,0,0,0,5.17048399503815
3001,3,0,56,1,1,"Manhattan",40.77424,-73.94868,1,5,249,30,301,4.56,0,0.27,1,0,0,0,0,0,1,0,0,5.51745289646471
3095,3,1,4,1,1,"Queens",40.70403,-73.81526,1,1,40,2,129,4.77,0,2.26,0,0,1,0,0,0,0,1,0,3.68887945411394
1418,4,1,2,1,0,"Bronx",40.90436,-73.84992,2,7,258,4,343,4.91,0,1.61,1,0,0,0,1,0,0,0,0,5.55295958492162
1645,4,0,2,1,1,"Manhattan",40.7622,-73.99338,1,2,126,1,301,5,0,0.11,0,0,1,0,0,0,1,0,0,4.83628190695148
1418,4,0,3,1,0,"Queens",40.66262,-73.7488,1,1,55,1,334,4.73,0,0.94,0,0,1,0,0,0,0,1,0,4.00733318523247
1426,0,0,1,1,0,"Manhattan",40.7623,-73.99317,1,4,223,30,0,4.88,0,0.22,1,0,0,0,0,0,1,0,0,5.40717177146012
1417,0,0,2,1,1,"Manhattan",40.72818,-74.00114,1,2,165,30,0,4.8,0,0.15,1,0,0,0,0,0,1,0,0,5.10594547390058
3186,0,0,1,1,1,"Manhattan",40.73744,-74.00287,1,1,95,30,0,4.38,0,0.24,0,0,1,0,0,0,1,0,0,4.55387689160054
1533,4,1,1,1,1,"Manhattan",40.82401,-73.94247,4.5,13,776,3,256,4.84,0,5.31,1,0,0,0,0,0,1,0,0,6.65415252018322
2657,4,0,2,1,1,"Brooklyn",40.69536,-73.95549,1,4,146,6,223,4.79,1,1.67,1,0,0,0,0,1,0,0,0,4.98360662170834
3225,0,0,1,1,1,"Brooklyn",40.64624,-73.95409,1,1,25,28,0,5,0,0.25,0,0,0,1,0,1,0,0,0,3.2188758248682
2832,4,1,1,1,1,"Queens",40.765465,-73.934723,2,3,135,30,294,4.96,0,0.75,1,0,0,0,0,0,0,1,0,4.90527477843843
1417,3,0,0,1,1,"Manhattan",40.75679,-73.96741,1,3,175,28,255,4.45,0,0.34,1,0,0,0,0,0,1,0,0,5.16478597392351
2594,3,1,2,1,0,"Staten Island",40.62866,-74.12162,1,3,120,2,346,4.92,0,0.67,1,0,0,0,0,0,0,0,1,4.78749174278205
1453,4,1,3,1,1,"Queens",40.67574,-73.7967,1,2,60,1,356,4.71,0,0.77,0,0,1,0,0,0,0,1,0,4.0943445622221
3205,4,1,2,1,1,"Brooklyn",40.71956,-73.95754,1,2,400,14,34,0,0,0,1,0,0,0,0,1,0,0,0,5.99146454710798
1417,0,0,1,1,1,"Manhattan",40.72821,-74.00032,1,4,249,30,0,4.69,0,0.96,1,0,0,0,0,0,1,0,0,5.51745289646471
3791,0,0,1,1,1,"Manhattan",40.79387,-73.97518,1,2,245,30,0,5,1,0.19,1,0,0,0,0,0,1,0,0,5.50125821054473
3641,0,0,1,1,1,"Queens",40.5891,-73.79697,1.5,2,99,30,0,4.8,0,0.14,0,0,1,0,0,0,0,1,0,4.59511985013459
2893,0,0,2,1,1,"Brooklyn",40.61598,-73.96262,1,2,45,7,0,4.5,1,0.78,0,0,1,0,0,1,0,0,0,3.80666248977032
1417,4,1,1,1,0,"Bronx",40.91295,-73.82405,1,2,90,3,96,4.85,0,1.85,1,0,0,0,1,0,0,0,0,4.49980967033027
2895,4,0,1,1,1,"Brooklyn",40.68194,-73.9122,1,2,75,30,15,4.81,0,1.19,1,0,0,0,0,1,0,0,0,4.31748811353631
4357,3,0,2,1,1,"Brooklyn",40.69426,-73.973,1,4,176,3,37,4.75,0,1.47,1,0,0,0,0,1,0,0,0,5.17048399503815
2968,4,1,2,1,1,"Brooklyn",40.66262,-73.98747,1,2,119,14,17,4.85,0,0.78,1,0,0,0,0,1,0,0,0,4.77912349311153
1417,3,0,1,1,1,"Manhattan",40.74657,-73.97502,1,4,205,1,200,4.32,0,0.62,1,0,0,0,0,0,1,0,0,5.32300997913841
2992,3,0,5,1,1,"Manhattan",40.73275,-74.00549,1,2,128,30,321,4.29,1,0.2,1,0,0,0,0,0,1,0,0,4.85203026391962
1416,4,0,1,1,1,"Brooklyn",40.67237,-73.89158,1,4,114,2,74,4.48,0,2.98,1,0,0,0,0,1,0,0,0,4.7361984483945
3406,1,0,1,1,1,"Manhattan",40.74673,-73.97225,1,3,249,30,74,5,0,0.14,1,0,0,0,0,0,1,0,0,5.51745289646471
1809,3,0,1,1,0,"Manhattan",40.73483,-74.00604,1,1,199,5,24,0,0,0,1,0,0,0,0,0,1,0,0,5.29330482472449
2187,0,0,1,1,1,"Bronx",40.88151,-73.8494,1,2,70,1,246,4.16,1,1.24,1,0,0,0,1,0,0,0,0,4.24849524204936
2451,3,1,2,1,1,"Brooklyn",40.6828,-73.98552,3,10,975,4,319,5,1,0.42,1,0,0,0,0,1,0,0,0,6.88243747099785
1913,0,0,1,1,1,"Bronx",40.88443,-73.89802,1,1,100,90,0,0,0,0,1,0,0,0,1,0,0,0,0,4.60517018598809
2103,4,0,1,1,1,"Manhattan",40.78764,-73.97929,1,2,267,4,3,5,0,0.31,1,0,0,0,0,0,1,0,0,5.58724865840025
1415,0,0,1,1,1,"Manhattan",40.79849,-73.96419,2,5,300,30,0,0,0,0,0,0,0,1,0,0,1,0,0,5.7037824746562
1416,0,0,1,1,1,"Brooklyn",40.66251,-73.86045,1,2,60,30,0,4.69,1,0.36,0,0,1,0,0,1,0,0,0,4.0943445622221
2013,4,0,1,1,1,"Queens",40.68242,-73.74555,1,2,96,1,66,4.69,1,1.67,1,0,0,0,0,0,0,1,0,4.56434819146784
4357,3,0,2,1,1,"Brooklyn",40.69404,-73.974,1,4,145,3,48,4.62,0,1.81,1,0,0,0,0,1,0,0,0,4.97673374242057
1444,4,0,5,1,1,"Manhattan",40.75727,-73.99071,1,2,326,1,333,4.25,1,6.23,0,0,1,0,0,0,1,0,0,5.78689738136671
1444,4,0,5,1,1,"Manhattan",40.7548,-73.99408,1,2,334,1,336,4.33,1,1.56,0,0,1,0,0,0,1,0,0,5.8111409929767
1444,4,0,5,1,1,"Manhattan",40.75512,-73.99224,1,2,363,1,243,0,1,0,0,0,1,0,0,0,1,0,0,5.89440283426485
1444,4,0,5,1,1,"Manhattan",40.75466,-73.99399,1,2,496,1,331,0,1,0,0,0,1,0,0,0,1,0,0,6.20657592672493
4320,0,0,1,1,1,"Brooklyn",40.67976,-73.96826,2,4,499,14,8,5,0,0.2,1,0,0,0,0,1,0,0,0,6.21260609575152
1733,4,1,2,1,1,"Brooklyn",40.63688,-74.00859,1,1,50,3,1,5,0,0.77,0,0,1,0,0,1,0,0,0,3.91202300542815
2025,0,0,2,1,0,"Staten Island",40.5597,-74.10079,1.5,6,130,30,0,4.4,0,0.15,1,0,0,0,0,0,0,0,1,4.86753445045558
1669,3,1,7,1,1,"Manhattan",40.80616,-73.94849,3,5,470,30,292,5,0,0.23,1,0,0,0,0,0,1,0,0,6.1527326947041
3013,4,0,1,1,1,"Queens",40.58451,-73.81857,2,4,249,3,311,4.91,0,0.33,1,0,0,0,0,0,0,1,0,5.51745289646471
1476,4,0,1,1,1,"Manhattan",40.74405,-73.98696,1,2,100,365,357,4.95,1,0.55,0,0,1,0,0,0,1,0,0,4.60517018598809
2694,4,0,0,1,1,"Brooklyn",40.697790990347,-73.9281093422611,1,4,170,2,148,5,0,6.43,1,0,0,0,0,1,0,0,0,5.13579843705026
1414,4,1,19,1,1,"Bronx",40.842,-73.90705,1,2,65,30,190,0,0,0,0,0,1,0,1,0,0,0,0,4.17438726989564
2176,3,1,1,1,1,"Manhattan",40.77418,-73.94803,1,2,195,30,73,5,0,0.19,1,0,0,0,0,0,1,0,0,5.27299955856375
3171,0,0,1,1,1,"Brooklyn",40.7219,-73.95524,1,1,100,15,0,5,0,0.06,0,0,1,0,0,1,0,0,0,4.60517018598809
1434,4,0,9,1,1,"Manhattan",40.75198,-73.96978,1,2,464,1,326,4.67,1,1.91,0,0,1,0,0,0,1,0,0,6.13988455222626
1434,4,0,9,1,1,"Manhattan",40.75198,-73.96978,1,2,464,1,328,4.53,1,0.64,0,0,1,0,0,0,1,0,0,6.13988455222626
1434,4,0,9,1,1,"Manhattan",40.75198,-73.96978,1,4,560,1,303,4,1,0.25,0,0,1,0,0,0,1,0,0,6.32793678372919
1434,4,0,9,1,1,"Manhattan",40.75198,-73.96978,1,2,576,1,331,1,1,0.61,0,0,1,0,0,0,1,0,0,6.35610766069589
1434,4,0,9,1,1,"Manhattan",40.75198,-73.96978,1,2,640,1,327,5,1,0.12,0,0,1,0,0,0,1,0,0,6.46146817635372
1434,4,0,9,1,1,"Manhattan",40.75198,-73.96978,1,2,643,1,330,3,1,0.1,0,0,1,0,0,0,1,0,0,6.46614472423762
1426,4,0,7,1,1,"Manhattan",40.72028,-73.99288,1,6,350,4,245,4.39,1,1.07,1,0,0,0,0,0,1,0,0,5.85793315448346
4962,3,0,1,1,1,"Brooklyn",40.69306,-73.95917,2,5,250,3,70,5,0,0.39,1,0,0,0,0,1,0,0,0,5.52146091786225
1431,4,0,12,1,1,"Queens",40.75331,-73.93501,1,3,226,1,257,4.19,1,1.13,0,1,0,0,0,0,0,1,0,5.42053499927229
1431,4,0,12,1,1,"Queens",40.75331,-73.93501,1,2,129,1,206,4.29,1,0.43,0,1,0,0,0,0,0,1,0,4.85981240436167
1431,4,0,12,1,1,"Queens",40.75331,-73.93501,1,2,202,1,362,4.42,1,0.79,0,1,0,0,0,0,0,1,0,5.30826769740121
1432,0,0,8,1,1,"Queens",40.6912,-73.86507,2,2,55,30,154,4.88,1,0.67,0,0,1,0,0,0,0,1,0,4.00733318523247
1431,4,0,12,1,1,"Queens",40.75331,-73.93501,1,2,213,1,341,4.47,1,0.6,0,0,1,0,0,0,0,1,0,5.36129216570943
1431,4,0,12,1,1,"Queens",40.75331,-73.93501,1,2,249,1,364,4.35,1,0.77,0,1,0,0,0,0,0,1,0,5.51745289646471
1431,4,0,12,1,1,"Queens",40.75215,-73.93581,1,2,184,1,154,4.6,1,0.45,0,1,0,0,0,0,0,1,0,5.21493575760899
1431,4,0,12,1,1,"Queens",40.75331,-73.93501,1,2,209,1,154,4.44,1,0.54,0,1,0,0,0,0,0,1,0,5.34233425196481
2236,0,0,1,1,1,"Brooklyn",40.68447,-73.92009,1,2,90,8,0,4.75,1,0.22,1,0,0,0,0,1,0,0,0,4.49980967033027
1430,2,0,2,1,1,"Queens",40.75845,-73.8347,1,2,248,1,356,4.43,1,0.26,0,0,1,0,0,0,0,1,0,5.51342874616498
1418,4,0,4,1,1,"Manhattan",40.73968,-73.99494,1,2,242,1,355,4.34,1,17.34,0,0,1,0,0,0,1,0,0,5.48893772615669
1418,4,0,4,1,1,"Manhattan",40.73777,-73.99392,1,2,246,1,338,4.24,1,2.68,0,0,1,0,0,0,1,0,0,5.50533153593236
1418,4,0,4,1,1,"Manhattan",40.73932,-73.99545,1,2,242,1,355,4.32,1,7.34,0,0,1,0,0,0,1,0,0,5.48893772615669
1418,4,0,4,1,1,"Manhattan",40.73841,-73.99353,1,2,241,1,278,4.53,1,1.16,0,0,1,0,0,0,1,0,0,5.48479693349065
2678,2,0,5,1,1,"Bronx",40.85603,-73.86517,1,2,51,14,300,4.83,0,1.63,0,0,0,1,1,0,0,0,0,3.93182563272433
2354,2,1,1,1,0,"Queens",40.67444,-73.79229,1,3,87,1,84,4.78,0,1.35,1,0,0,0,0,0,0,1,0,4.46590811865458
3383,0,0,1,1,1,"Brooklyn",40.64019,-73.9627,1,3,100,2,0,5,0,0.11,1,0,0,0,0,1,0,0,0,4.60517018598809
2241,3,0,4,1,0,"Brooklyn",40.69595,-73.92627,1,2,69,5,165,4.31,0,0.45,0,0,1,0,0,1,0,0,0,4.23410650459726
1916,0,0,1,1,1,"Queens",40.78205,-73.8208,1.5,1,100,30,0,4.75,1,0.29,0,0,1,0,0,0,0,1,0,4.60517018598809
2754,0,0,1,1,1,"Manhattan",40.73958,-73.98472,1,4,200,30,0,4.75,0,0.14,1,0,0,0,0,0,1,0,0,5.29831736654804
1417,4,0,3,1,1,"Manhattan",40.71904,-73.98974,1,2,332,1,266,3.5,1,0.25,0,1,0,0,0,0,1,0,0,5.80513496891649
1417,4,0,3,1,1,"Manhattan",40.71915,-73.98976,1,2,350,1,345,4.19,1,3.52,0,1,0,0,0,0,1,0,0,5.85793315448346
1929,0,0,1,1,1,"Manhattan",40.81273,-73.94415,1,3,99,30,0,4.5,0,0.06,0,0,1,0,0,0,1,0,0,4.59511985013459
1422,3,1,0,1,1,"Manhattan",40.77044,-73.96859,1,3,180,30,275,4.85,0,0.38,1,0,0,0,0,0,1,0,0,5.19295685089021
2709,4,0,1,1,1,"Manhattan",40.74368,-73.97919,3,10,350,30,197,4.91,1,0.98,1,0,0,0,0,0,1,0,0,5.85793315448346
1416,4,0,6,1,1,"Queens",40.75266,-73.9266,1,2,203,1,362,4.68,1,5.96,0,0,1,0,0,0,0,1,0,5.31320597904179
3581,0,0,1,1,1,"Manhattan",40.71446,-74.00826,1,2,200,30,0,5,0,0.03,0,0,1,0,0,0,1,0,0,5.29831736654804
3141,0,0,1,1,1,"Brooklyn",40.67726,-73.9373,1,1,58,30,87,4,0,0.14,1,0,0,0,0,1,0,0,0,4.06044301054642
1848,0,0,1,1,1,"Manhattan",40.75525,-73.96898,1,3,150,5,0,5,0,0.11,1,0,0,0,0,0,1,0,0,5.01063529409626
2321,4,0,1,1,1,"Brooklyn",40.71732,-73.95679,1,2,152,30,33,4.67,1,0.14,1,0,0,0,0,1,0,0,0,5.02388052084628
3874,0,0,1,1,1,"Brooklyn",40.68748,-73.98052,3.5,8,500,30,0,5,1,0.06,1,0,0,0,0,1,0,0,0,6.21460809842219
1413,0,0,0,1,0,"Manhattan",40.80426,-73.94609,1,4,185,2,0,5,1,0.48,1,0,0,0,0,0,1,0,0,5.22035582507832
1949,2,0,3,1,1,"Brooklyn",40.64458,-73.99071,1,4,40,30,91,4.41,1,0.47,0,0,1,0,0,1,0,0,0,3.68887945411394
1412,4,1,1,1,1,"Bronx",40.82257,-73.91594,1,3,79,5,240,4.81,1,2.05,1,0,0,0,1,0,0,0,0,4.36944785246702
3377,0,0,1,1,1,"Brooklyn",40.70919,-73.92308,1.5,3,108,30,154,4.93,0,0.42,1,0,0,0,0,1,0,0,0,4.68213122712422
2637,3,0,1,1,1,"Brooklyn",40.68011,-73.92022,1,2,141,4,8,5,0,0.19,1,0,0,0,0,1,0,0,0,4.94875989037817
1949,2,0,3,1,1,"Brooklyn",40.64418,-73.99098,1,3,40,30,91,4.71,1,0.47,0,0,1,0,0,1,0,0,0,3.68887945411394
1949,2,0,3,1,1,"Brooklyn",40.6441,-73.98932,1,2,38,30,91,4.69,1,0.38,0,0,1,0,0,1,0,0,0,3.63758615972639
3658,3,0,1,1,0,"Bronx",40.86369,-73.90358,1,3,62,5,128,4.88,0,1.65,0,0,1,0,1,0,0,0,0,4.12713438504509
1412,3,0,0,1,1,"Manhattan",40.74511,-73.97908,2,7,220,3,170,4.84,1,1.06,1,0,0,0,0,0,1,0,0,5.39362754635236
1979,4,0,11,1,1,"Manhattan",40.78171,-73.94797,1,3,99,30,293,5,0,0.18,1,0,0,0,0,0,1,0,0,4.59511985013459
3975,2,0,2,1,1,"Bronx",40.80871,-73.92976,1,2,170,3,168,4.77,0,0.62,1,0,0,0,1,0,0,0,0,5.13579843705026
1412,2,0,1,1,1,"Manhattan",40.74167,-73.98216,1,3,180,2,197,4.72,0,2.2,1,0,0,0,0,0,1,0,0,5.19295685089021
3484,2,0,1,1,1,"Queens",40.70861,-73.91873,1,1,53,30,104,4.82,0,0.95,0,0,1,0,0,0,0,1,0,3.97029191355212
4194,0,0,1,1,1,"Queens",40.76222,-73.90779,1,1,119,30,0,0,0,0,0,0,1,0,0,0,0,1,0,4.77912349311153
1412,4,1,1,1,1,"Manhattan",40.8462,-73.93341,1.5,1,66,5,140,4.79,1,0.92,0,0,1,0,0,0,1,0,0,4.18965474202643
4363,3,0,2,1,1,"Queens",40.73734,-73.90003,1,3,117,4,61,0,0,0,1,0,0,0,0,0,0,1,0,4.76217393479776
2480,4,1,2,1,1,"Manhattan",40.80038,-73.94204,1,2,75,2,0,5,1,0.87,0,0,1,0,0,0,1,0,0,4.31748811353631
1412,4,0,3,1,1,"Queens",40.59075,-73.79714,1,2,140,3,180,4.47,1,0.49,1,0,0,0,0,0,0,1,0,4.9416424226093
1782,0,0,1,1,1,"Brooklyn",40.718,-73.94605,1,4,190,30,0,4.82,0,1.8,1,0,0,0,0,1,0,0,0,5.24702407216049
2924,0,0,2,1,1,"Manhattan",40.78773,-74.00694,1,4,90,4,153,4.8,0,0.42,1,0,0,0,0,0,1,0,0,4.49980967033027
1412,0,0,1,1,1,"Bronx",40.82903,-73.92129,1,2,55,30,0,4.55,0,0.31,0,0,1,0,1,0,0,0,0,4.00733318523247
1412,0,0,1,1,1,"Manhattan",40.77864,-73.94557,1,1,105,30,0,4,0,0.03,0,0,1,0,0,0,1,0,0,4.65396035015752
2477,4,0,3,1,1,"Queens",40.74085,-73.89357,1,2,49,1,123,4.8,0,0.56,0,0,1,0,0,0,0,1,0,3.89182029811063
1464,4,1,2,1,1,"Staten Island",40.64333,-74.07799,1,3,125,3,0,4.98,0,1.28,1,0,0,0,0,0,0,0,1,4.8283137373023
2477,4,0,3,1,1,"Queens",40.74064,-73.89491,1,3,59,2,311,4.58,1,0.72,0,0,1,0,0,0,0,1,0,4.07753744390572
2679,0,0,2,1,1,"Brooklyn",40.7063,-73.92957,1,1,40,30,0,2,0,0.06,0,0,1,0,0,1,0,0,0,3.68887945411394
1411,4,1,0,1,1,"Manhattan",40.74202,-73.98036,3,10,400,3,190,4.98,1,1.26,1,0,0,0,0,0,1,0,0,5.99146454710798
2372,0,0,0,1,1,"Queens",40.74759,-73.93739,1,4,150,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5.01063529409626
3491,4,0,1,1,1,"Manhattan",40.7289,-73.98078,1,16,1529,1,178,5,0,0.16,1,0,0,0,0,0,1,0,0,7.33236920592906
1433,0,0,3,1,1,"Manhattan",40.76437,-73.9897,2,4,400,30,0,5,0,0.03,0,0,0,1,0,0,1,0,0,5.99146454710798
1445,1,0,7,1,0,"Manhattan",40.76515,-73.98854,1,3,400,30,90,0,0,0,0,0,0,1,0,0,1,0,0,5.99146454710798
1445,0,0,6,1,0,"Manhattan",40.75705,-73.99198,1,2,400,30,0,0,0,0,0,0,0,1,0,0,1,0,0,5.99146454710798
2074,0,0,1,1,1,"Manhattan",40.72616,-73.9824,1,2,180,30,0,0,0,0,1,0,0,0,0,0,1,0,0,5.19295685089021
3128,0,0,0,1,1,"Brooklyn",40.64119,-73.96092,1,3,99,30,0,5,0,0.11,1,0,0,0,0,1,0,0,0,4.59511985013459
1411,0,0,1,1,1,"Manhattan",40.81834,-73.94414,1.5,2,95,30,0,4.93,0,0.4,0,0,1,0,0,0,1,0,0,4.55387689160054
1411,0,0,1,1,0,"Brooklyn",40.68513,-73.96626,1,2,150,30,0,3.67,0,0.08,1,0,0,0,0,1,0,0,0,5.01063529409626
1524,3,0,3,1,0,"Bronx",40.82598,-73.81935,1,2,65,1,335,4.26,0,1.39,0,0,1,0,1,0,0,0,0,4.17438726989564
3524,0,0,1,1,1,"Brooklyn",40.70941,-73.95279,2,2,43,30,0,5,0,0.42,0,0,1,0,0,1,0,0,0,3.76120011569356
3274,0,0,1,1,1,"Brooklyn",40.65948,-73.99611,1,5,150,4,0,0,0,0,1,0,0,0,0,1,0,0,0,5.01063529409626
1414,4,1,19,1,1,"Bronx",40.8437,-73.90743,2,1,55,5,276,5,0,0.03,0,0,1,0,1,0,0,0,0,4.00733318523247
2490,4,1,2,1,1,"Queens",40.71933,-73.82427,1,2,70,2,50,4.99,0,3.71,0,0,1,0,0,0,0,1,0,4.24849524204936
2155,0,0,0,1,0,"Queens",40.75708,-73.81153,1,2,80,30,0,0,0,0,0,0,1,0,0,0,0,1,0,4.38202663467388
2843,0,0,1,1,1,"Manhattan",40.75793,-73.96487,1,2,400,30,0,0,1,0,1,0,0,0,0,0,1,0,0,5.99146454710798
2839,4,0,1,1,1,"Queens",40.67629,-73.82055,1,5,127,3,288,4.67,1,2.37,1,0,0,0,0,0,0,1,0,4.84418708645859
2539,4,0,13,1,1,"Manhattan",40.84013,-73.94581,1,4,228,2,361,4,1,0.29,0,0,0,1,0,0,1,0,0,5.42934562895444
2593,0,0,0,1,1,"Brooklyn",40.67884,-73.95803,1,2,53,30,246,4,0,0.03,0,0,1,0,0,1,0,0,0,3.97029191355212
2898,0,0,2,1,1,"Queens",40.71298,-73.81345,2.5,8,300,30,0,5,0,0.03,1,0,0,0,0,0,0,1,0,5.7037824746562
3455,0,0,1,1,1,"Brooklyn",40.70836,-73.95612,1,2,75,30,0,5,0,0.06,0,0,1,0,0,1,0,0,0,4.31748811353631
2872,0,0,1,1,1,"Manhattan",40.82254,-73.93926,1,2,75,2,0,4.91,0,0.93,0,0,1,0,0,0,1,0,0,4.31748811353631
3703,1,0,0,1,1,"Manhattan",40.77196,-73.95669,1,2,355,30,294,5,0,0.13,1,0,0,0,0,0,1,0,0,5.87211778947542
4251,3,0,2,1,1,"Manhattan",40.82392,-73.95409,2,1,53,30,354,5,0,0.09,0,0,1,0,0,0,1,0,0,3.97029191355212
1411,0,0,1,1,1,"Queens",40.73241,-73.87996,1,1,35,30,0,4.7,0,0.28,0,0,1,0,0,0,0,1,0,3.55534806148941
2401,0,0,1,1,0,"Brooklyn",40.68358,-73.90704,1,5,200,3,0,4.55,0,0.62,1,0,0,0,0,1,0,0,0,5.29831736654804
3173,4,0,1,1,1,"Brooklyn",40.68241,-73.91936,1,2,108,30,0,0,0,0,0,0,1,0,0,1,0,0,0,4.68213122712422
3210,0,0,0,1,1,"Brooklyn",40.68272,-73.97509,1,4,150,31,0,5,1,0.04,1,0,0,0,0,1,0,0,0,5.01063529409626
2563,2,0,2,1,1,"Manhattan",40.78831,-73.94977,1,2,60,180,70,4.91,0,0.96,1,0,0,0,0,0,1,0,0,4.0943445622221
2401,4,1,3,1,1,"Brooklyn",40.6948,-73.91417,1,2,90,2,299,4.89,0,3.87,0,0,1,0,0,1,0,0,0,4.49980967033027
3611,2,1,1,1,0,"Brooklyn",40.68144,-73.92117,1,4,159,3,31,4.88,0,1.92,1,0,0,0,0,1,0,0,0,5.06890420222023
2457,4,0,1,1,1,"Queens",40.70593,-73.79853,2,5,255,1,174,4.5,1,1.85,1,0,0,0,0,0,0,1,0,5.54126354515843
2348,0,0,2,1,1,"Manhattan",40.80977,-73.93995,1,2,175,1,0,5,0,0.36,1,0,0,0,0,0,1,0,0,5.16478597392351
1410,2,0,3,1,1,"Brooklyn",40.67745,-74.00776,1,1,80,30,0,4.6,0,0.3,0,0,1,0,0,1,0,0,0,4.38202663467388
3805,2,1,0,1,1,"Manhattan",40.72409,-73.98926,1,4,179,30,33,4.9,1,1.42,1,0,0,0,0,0,1,0,0,5.18738580584075
1453,4,1,3,1,1,"Queens",40.6754,-73.79787,1,2,60,1,347,4.9,0,0.84,0,0,1,0,0,0,0,1,0,4.0943445622221
1409,0,0,1,1,0,"Manhattan",40.72385,-73.97695,1,1,97,30,0,5,0,0.03,0,0,1,0,0,0,1,0,0,4.57471097850338
1440,4,0,7,1,0,"Manhattan",40.7636,-73.98049,1,4,417,1,359,3.97,1,1.52,0,0,1,0,0,0,1,0,0,6.0330862217988
1440,4,0,7,1,0,"Manhattan",40.76552,-73.98196,1,4,374,1,283,4.25,1,7.77,0,0,1,0,0,0,1,0,0,5.92425579741453
1440,4,0,7,1,0,"Manhattan",40.76539,-73.98221,1,4,442,1,350,2.33,1,0.1,0,0,1,0,0,0,1,0,0,6.0913098820777
1409,4,0,2,1,1,"Queens",40.73003,-73.79485,1.5,1,42,2,0,4.79,0,0.72,0,0,1,0,0,0,0,1,0,3.73766961828337
2539,4,0,13,1,1,"Manhattan",40.83614,-73.94384,0,16,999,1,365,5,0,0.11,1,0,0,0,0,0,1,0,0,6.90675477864855
3216,3,1,2,1,1,"Brooklyn",40.71411,-73.93673,1,2,184,1,288,4.77,0,1.06,1,0,0,0,0,1,0,0,0,5.21493575760899
2012,0,0,3,1,1,"Manhattan",40.8292,-73.9481,1.5,2,150,30,363,0,0,0,0,0,1,0,0,0,1,0,0,5.01063529409626
1426,0,0,1,1,0,"Bronx",40.83097,-73.93136,1,2,90,30,0,0,0,0.03,0,0,1,0,1,0,0,0,0,4.49980967033027
2511,0,0,1,1,1,"Manhattan",40.7249,-73.98511,1,2,135,7,0,4.81,1,0.45,1,0,0,0,0,0,1,0,0,4.90527477843843
1408,4,0,2,1,0,"Brooklyn",40.64517,-73.94934,1,1,35,30,151,4.4,0,1.26,0,0,1,0,0,1,0,0,0,3.55534806148941
1411,0,0,4,1,1,"Brooklyn",40.67652,-73.86762,2,2,68,30,0,4.9,0,0.59,0,0,1,0,0,1,0,0,0,4.21950770517611
3814,3,1,7,1,1,"Manhattan",40.73111,-74.00234,1,3,175,1,6,4.92,0,0.33,1,0,0,0,0,0,1,0,0,5.16478597392351
3623,3,0,41,1,1,"Manhattan",40.7619,-73.98077,1,2,471,1,0,5,0,0.03,1,0,0,0,0,0,1,0,0,6.15485809401642
3623,3,0,41,1,1,"Manhattan",40.76332,-73.97889,1,2,380,2,0,0,1,0,0,1,0,0,0,0,1,0,0,5.94017125272043
1408,4,0,1,1,1,"Brooklyn",40.73285,-73.96052,1,2,350,2,351,4.33,1,0.55,1,0,0,0,0,1,0,0,0,5.85793315448346
1414,0,0,2,1,0,"Queens",40.70317,-73.90462,1,7,170,30,0,2,0,0.03,1,0,0,0,0,0,0,1,0,5.13579843705026
1524,3,0,3,1,0,"Bronx",40.82763,-73.82102,1,2,65,1,337,4.59,0,1.56,0,0,1,0,1,0,0,0,0,4.17438726989564
