"host_since","host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","bathrooms_text","accommodates","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
3212,4,0,12,1,1,1,6,60,205,4.33,0,0.15,1,0,0,0,0,0,1,0,0,5.32300997913841
2244,0,0,1,1,1,1,1,30,0,5,0,0.02,0,0,1,0,0,0,1,0,0,5.7037824746562
2244,0,0,1,1,0,1,6,30,154,4.92,1,0.85,1,0,0,0,0,1,0,0,0,6.90775527898214
3402,4,1,1,1,1,1,2,3,70,4.97,0,1.9,1,0,0,0,0,1,0,0,0,5.14749447681345
2403,4,1,3,1,1,1,3,8,34,4.96,1,1.08,1,0,0,0,0,1,0,0,0,5.27299955856375
2244,0,0,1,1,0,1,1,30,0,4,0,0.08,0,0,1,0,0,0,1,0,0,4.60517018598809
4213,0,0,2,1,1,2,7,30,0,4.83,0,0.11,1,0,0,0,0,0,1,0,0,7.60090245954208
3040,0,0,1,1,0,1,2,30,0,4.5,1,0.03,1,0,0,0,0,1,0,0,0,4.86753445045558
3261,0,0,1,1,1,1,2,30,0,2,0,0.03,0,0,1,0,0,0,1,0,0,4.90527477843843
3327,0,0,1,1,1,1,1,30,0,5,0,0.03,0,0,1,0,0,0,1,0,0,4.49980967033027
3550,0,0,3,1,1,1,2,30,0,4.57,0,0.12,0,0,1,0,0,0,1,0,0,4.30406509320417
2339,4,0,1,1,1,1,2,4,23,4.61,1,2.26,1,0,0,0,0,0,0,1,0,4.51085950651685
2501,0,0,1,1,1,1,1,30,0,4.56,0,0.31,0,0,1,0,0,0,1,0,0,4.31748811353631
2243,0,0,1,1,1,1,4,30,0,4,0,0.02,1,0,0,0,0,1,0,0,0,4.17438726989564
3142,0,0,1,1,1,2,2,30,0,5,0,0.05,0,0,1,0,0,1,0,0,0,4.00733318523247
3591,3,0,1,1,1,1,2,3,11,4.88,0,0.56,1,0,0,0,0,0,1,0,0,5.06259503302697
3861,2,1,2,1,1,1,1,8,91,4.71,0,0.53,0,0,1,0,1,0,0,0,0,3.93182563272433
4095,0,0,1,1,0,1,2,28,0,4.66,0,0.62,1,0,0,0,0,1,0,0,0,4.35670882668959
2382,3,0,0,1,0,1,4,30,306,4.73,0,0.18,1,0,0,0,0,0,1,0,0,6.16331480403464
3547,0,0,1,1,1,1,2,30,0,0,0,0.05,0,0,1,0,0,0,1,0,0,4.60517018598809
3272,0,0,1,1,1,1,3,30,0,4.71,0,0.14,1,0,0,0,0,1,0,0,0,5.07517381523383
3573,0,0,2,1,1,2,7,30,0,5,0,0.02,1,0,0,0,0,0,1,0,0,5.94017125272043
2255,4,0,1,1,0,1,2,2,31,4.82,0,3.27,1,0,0,0,0,1,0,0,0,4.9416424226093
2247,0,0,1,1,1,1,4,30,0,5,0,0.05,0,0,1,0,0,0,1,0,0,4.38202663467388
2241,4,1,1,1,1,1,4,5,164,4.83,0,2.33,1,0,0,0,0,1,0,0,0,4.77912349311153
2509,4,1,1,1,0,1,4,1,228,4.86,1,4.49,1,0,0,0,0,0,0,0,1,5.19295685089021
3714,3,0,19,1,1,1,3,30,261,4.22,0,0.15,1,0,0,0,0,0,1,0,0,4.86753445045558
3864,0,0,1,1,1,1,2,30,0,4.91,1,0.19,0,0,1,0,0,0,1,0,0,4.38202663467388
3425,3,1,5,1,1,1,2,1,259,4.81,0,3.23,0,0,1,0,0,1,0,0,0,3.68887945411394
2834,0,0,1,1,0,1,3,180,0,0,0,0,1,0,0,0,0,0,1,0,0,4.90527477843843
2250,0,0,1,1,1,1,2,30,0,0,0,0,0,0,1,0,0,0,1,0,0,3.68887945411394
2490,3,0,6,1,0,1,2,30,108,4.93,0,0.28,1,0,0,0,0,0,1,0,0,5.12989871492307
3284,0,0,1,1,1,1,2,3,0,4.8,0,0.44,1,0,0,0,0,1,0,0,0,3.68887945411394
3920,0,0,1,1,1,1,2,30,0,4.75,1,0.17,1,0,0,0,0,0,1,0,0,5.05624580534831
2797,3,0,1,1,1,2,4,60,287,5,0,0.06,1,0,0,0,0,0,1,0,0,5.27299955856375
2861,0,0,1,1,1,1,3,30,0,0,0,0,1,0,0,0,0,0,1,0,0,4.86753445045558
2873,0,0,1,1,1,1,2,30,0,5,0,0.16,0,0,1,0,0,0,1,0,0,4.35670882668959
2385,0,0,1,1,0,1,2,30,0,4.67,0,0.05,0,0,1,0,0,0,1,0,0,4.49980967033027
4269,0,0,1,1,1,1,4,30,0,0,0,0,1,0,0,0,0,0,1,0,0,5.99146454710798
2238,2,1,1,1,1,1,2,45,277,4.96,0,0.39,1,0,0,0,0,0,1,0,0,4.76217393479776
3661,4,1,1,1,1,1,2,3,63,4.91,0,1.45,0,0,1,0,0,0,1,0,0,5.56068163101553
2241,3,0,4,1,0,2,6,5,365,4.25,0,0.63,0,0,1,0,0,1,0,0,0,4.0943445622221
2438,0,0,1,1,1,1,2,30,0,5,0,0.05,0,0,1,0,0,0,1,0,0,4.31748811353631
2241,3,0,4,1,0,2,6,5,320,4.19,0,0.68,0,0,1,0,0,1,0,0,0,4.07753744390572
2241,3,0,4,1,0,2,2,5,354,4,0,0.17,0,0,1,0,0,1,0,0,0,3.89182029811063
2238,3,0,2,1,1,1,1,1,324,4.65,0,7.38,0,0,1,0,0,0,0,1,0,3.76120011569356
4142,2,0,1,1,1,1,3,13,0,5,0,0.06,0,0,1,0,0,1,0,0,0,4.17438726989564
3317,0,0,2,1,1,2,1,30,0,4,0,0.02,0,0,1,0,0,0,1,0,0,4.60517018598809
3315,0,1,2,1,1,1,2,30,1,5,0,0.27,1,0,0,0,0,0,0,1,0,4.0943445622221
2407,0,0,1,1,1,1,2,30,0,5,0,0.05,1,0,0,0,0,1,0,0,0,4.60517018598809
2375,4,1,1,1,1,1,3,3,192,4.87,0,2.21,1,0,0,0,0,0,0,1,0,4.70048036579242
2429,0,0,1,1,1,1,2,30,0,4.55,0,0.19,1,0,0,0,0,0,1,0,0,5.41610040220442
3596,3,0,1,1,0,2,5,30,7,5,0,0.24,1,0,0,0,0,1,0,0,0,4.78749174278205
2270,4,1,5,1,1,1,3,3,169,4.71,0,2.4,1,0,0,0,0,1,0,0,0,4.77912349311153
2236,0,0,1,1,0,1.5,2,30,0,4.5,0,0.05,0,0,1,0,0,1,0,0,0,4.00733318523247
4297,0,0,1,1,1,1,1,5,0,4.65,0,0.51,1,0,0,0,0,0,1,0,0,5.01063529409626
2236,3,0,1,1,1,1,2,1,155,0,0,0,0,0,1,0,0,0,1,0,0,3.91202300542815
3096,0,0,1,1,1,1,3,3,0,4.92,0,0.57,0,0,1,0,0,1,0,0,0,3.55534806148941
2839,4,0,2,1,1,1,2,1,99,4.55,0,2.86,0,0,1,0,0,1,0,0,0,4.38202663467388
2685,2,0,188,1,1,1,2,30,42,4.83,0,0.1,1,0,0,0,0,0,1,0,0,4.8283137373023
2235,4,0,1,1,0,1,2,31,267,4.76,0,1.03,1,0,0,0,0,1,0,0,0,4.44265125649032
2338,4,0,1,1,1,1,2,1,101,4.78,1,0.59,0,0,1,0,0,0,0,1,0,4.60517018598809
2235,0,0,1,1,0,1,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,4.60517018598809
2883,0,0,2,1,1,1,3,30,0,0,1,0,0,0,1,0,0,1,0,0,0,4.38202663467388
3640,2,0,0,1,1,1,1,5,282,0,1,0,1,0,0,0,0,0,1,0,0,4.44265125649032
2236,4,0,4,1,0,1,2,1,324,4.77,1,7.99,0,0,1,0,0,0,0,1,0,4.14313472639153
2234,0,0,1,1,1,1,2,30,0,5,0,0.06,0,0,1,0,0,0,1,0,0,4.8283137373023
2796,0,0,1,1,1,1,1,30,0,5,0,0.24,0,0,1,0,0,1,0,0,0,4.40671924726425
2781,0,0,1,1,1,1,4,30,0,4.87,0,0.72,1,0,0,0,0,0,1,0,0,5.37063802812766
2281,4,1,3,1,1,1,2,2,82,4.82,0,3.53,1,0,0,0,0,1,0,0,0,4.97673374242057
2424,0,0,2,1,1,1,2,30,0,4.74,1,0.31,0,0,1,0,0,1,0,0,0,4.24849524204936
2684,0,0,1,1,1,1,2,30,0,0,1,0,0,0,1,0,0,0,1,0,0,4.00733318523247
2233,4,0,1,1,0,1,4,4,210,4.87,0,0.51,1,0,0,0,0,0,1,0,0,5.07517381523383
2239,4,1,2,1,1,1,1,2,17,4.81,0,3.71,1,0,0,0,0,0,0,1,0,3.93182563272433
2254,4,0,3,1,0,1,2,1,358,4.57,1,3.06,0,0,1,0,0,0,0,1,0,4.77912349311153
4092,0,0,1,1,1,1,4,30,0,0,0,0.03,1,0,0,0,0,1,0,0,0,5.19295685089021
3133,4,0,2,1,1,2,6,7,53,5,0,0.23,1,0,0,0,0,1,0,0,0,5.24702407216049
2237,0,0,2,1,0,1,1,30,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0943445622221
2237,0,0,1,1,0,1,3,30,0,5,0,0.11,1,0,0,0,0,0,1,0,0,5.89989735358249
2233,0,0,1,1,1,1,5,30,0,4.98,0,0.75,1,0,0,0,0,0,0,1,0,5.29831736654804
3638,4,1,1,1,1,1,2,30,0,4.82,0,0.77,1,0,0,0,0,1,0,0,0,5.24174701505964
3643,0,0,1,1,0,1,5,30,0,4.22,1,0.19,1,0,0,0,0,0,1,0,0,5.08759633523238
3020,0,0,1,1,1,1,3,4,0,4.94,0,0.57,1,0,0,0,0,0,1,0,0,5.18738580584075
2238,3,0,2,1,1,1,1,1,328,4.68,0,4.06,0,0,1,0,0,0,0,1,0,3.87120101090789
3199,0,0,1,1,1,1,4,7,0,5,0,0.05,1,0,0,0,0,1,0,0,0,4.60517018598809
3570,3,0,2,1,1,1,2,2,295,4.6,0,1.53,0,0,1,0,0,0,1,0,0,4.59511985013459
2231,4,0,1,1,1,1,2,2,355,4.69,0,1.2,0,0,1,0,0,1,0,0,0,4.49980967033027
2470,0,0,1,1,1,1.5,1,4,0,4.77,0,0.22,0,0,1,0,0,1,0,0,0,3.43398720448515
2810,4,0,18,1,1,1,7,1,111,4.61,1,3.54,1,0,0,0,0,0,0,0,1,4.88280192258637
2447,0,0,1,1,1,1,2,1,0,5,0,0.03,0,0,1,0,0,1,0,0,0,4.36944785246702
2621,1,0,1,1,1,1,4,5,4,5,0,0.55,1,0,0,0,0,1,0,0,0,4.78749174278205
2901,0,0,1,1,0,2,6,30,0,5,0,0.08,1,0,0,0,0,0,1,0,0,6.21460809842219
2411,0,0,1,1,1,1,2,30,0,4.8,0,0.41,0,0,1,0,0,0,1,0,0,4.60517018598809
2370,4,1,2,1,1,1,4,2,243,4.92,1,1.25,1,0,0,0,0,1,0,0,0,5.23110861685459
4466,4,0,2,1,1,1,1,30,0,4.73,1,0.25,0,0,1,0,1,0,0,0,0,3.68887945411394
3030,0,0,1,1,1,1,1,30,0,5,0,0.13,1,0,0,0,0,0,1,0,0,5.01063529409626
2229,0,0,1,1,1,1,1,30,0,3.67,0,0.05,0,0,1,0,0,1,0,0,0,4.00733318523247
3237,0,0,1,1,1,1,2,30,0,4.73,1,0.28,0,0,1,0,0,0,1,0,0,4.31748811353631
3041,3,0,2,1,1,1,2,27,58,5,0,0.98,1,0,0,0,0,0,0,1,0,4.35670882668959
4355,3,0,2,1,1,1,2,3,14,4.84,1,0.99,0,0,1,0,0,1,0,0,0,4.47733681447821
2236,4,0,4,1,0,1,2,1,164,4.78,1,7.17,0,0,1,0,0,0,0,1,0,4.12713438504509
3153,0,0,2,1,0,1,2,2,0,4,0,0.03,0,0,1,0,0,0,1,0,0,4.44265125649032
2229,0,0,1,1,0,1,2,30,0,5,0,0.02,0,0,1,0,0,0,0,1,0,4.00733318523247
2228,3,0,5,1,0,1,4,30,365,3.25,0,0.08,0,0,1,0,0,0,0,1,0,4.48863636973214
2228,3,0,0,1,1,1,2,5,14,4.81,0,0.34,1,0,0,0,0,0,1,0,0,5.85793315448346
2453,4,1,4,1,1,1,4,1,325,4.67,0,2.15,0,0,1,0,0,1,0,0,0,4.48863636973214
2228,3,0,5,1,0,1,4,30,365,4,0,0.02,0,0,1,0,0,0,0,1,0,4.23410650459726
3229,2,0,1,1,1,1,2,30,105,4.95,0,0.78,1,0,0,0,0,1,0,0,0,5.01063529409626
2228,3,0,5,1,0,1,2,5,361,3.5,0,0.18,0,0,1,0,0,0,0,1,0,4.23410650459726
4093,3,0,3,1,1,1,6,4,309,4.91,0,2.53,1,0,0,0,0,0,0,0,1,4.85981240436167
3094,4,1,6,1,1,1,5,3,42,4.73,0,0.35,1,0,0,0,0,0,0,1,0,5.50533153593236
3803,0,0,1,1,1,1,3,30,0,4.44,0,0.32,1,0,0,0,0,0,1,0,0,4.86753445045558
3454,2,0,23,1,1,1,2,30,246,4.75,0,0.07,0,0,1,0,0,1,0,0,0,3.80666248977032
2227,0,0,1,1,0,1,1,30,0,4,0,0.05,0,0,1,0,0,0,1,0,0,4.12713438504509
3401,4,1,3,1,0,1,3,1,144,4.83,0,4.77,1,0,0,0,0,0,0,1,0,5.40267738187228
2232,0,0,1,1,1,1.5,1,30,0,5,0,0.03,0,0,1,0,0,1,0,0,0,4.00733318523247
4275,0,0,1,1,1,1,2,3,0,4,0,0.02,1,0,0,0,0,0,1,0,0,5.01063529409626
2734,4,1,1,1,0,1,4,3,92,4.94,0,1.49,1,0,0,0,0,0,1,0,0,4.52178857704904
2709,0,0,1,1,1,1,2,30,0,4.81,0,1.24,0,0,1,0,0,0,1,0,0,4.90527477843843
2633,0,0,2,1,0,1,2,30,0,4.83,1,1.69,0,0,1,0,0,0,0,1,0,4.17438726989564
2526,0,0,1,1,1,1,2,30,0,4.69,1,0.23,0,0,1,0,0,0,0,1,0,4.17438726989564
2332,0,0,1,1,1,1,2,30,0,5,0,0.07,0,0,1,0,0,1,0,0,0,4.66343909411207
3849,0,0,0,1,1,1,4,30,0,4.6,0,0.08,1,0,0,0,0,1,0,0,0,5.16478597392351
2374,2,0,1,1,1,1,2,30,262,4.96,0,1.89,0,0,1,0,0,0,0,1,0,3.89182029811063
2225,2,0,4,1,1,2,2,30,310,4.71,0,0.39,0,0,1,0,0,1,0,0,0,4.53259949315326
2466,0,0,2,1,1,1,1,30,0,5,0,0.13,0,0,1,0,0,0,1,0,0,4.65396035015752
4065,0,0,1,1,1,1,4,30,0,0,0,0.02,1,0,0,0,0,0,1,0,0,4.59511985013459
3412,3,0,1,1,1,1,1,6,46,4.75,0,0.79,0,0,1,0,0,1,0,0,0,3.91202300542815
2517,4,1,1,1,1,0.5,2,2,145,4.88,0,1.49,0,0,1,0,0,0,1,0,0,4.31748811353631
2959,0,0,1,1,1,1,2,30,0,0,0,0,0,0,1,0,0,1,0,0,0,3.91202300542815
2359,0,0,3,1,1,1,2,30,0,5,0,0.08,1,0,0,0,0,0,1,0,0,4.78749174278205
2487,0,0,1,1,1,1,2,30,0,5,0,0.16,1,0,0,0,0,1,0,0,0,5.07517381523383
2975,4,0,1,1,1,1,1,30,35,5,0,0.16,0,0,1,0,0,0,1,0,0,4.65396035015752
3392,0,0,1,1,1,1,2,30,0,5,0,0.03,0,0,1,0,0,1,0,0,0,3.09104245335832
3401,4,0,5,1,1,2,7,3,251,4.85,0,3.13,1,0,0,0,0,0,1,0,0,6.54391184556479
2223,0,0,1,1,1,1.5,2,5,0,4.86,1,0.11,0,0,1,0,0,0,1,0,0,4.21950770517611
2223,4,1,5,1,1,1,5,4,299,4.78,1,2.89,1,0,0,0,1,0,0,0,0,4.49980967033027
2223,3,0,2,1,1,1.5,2,30,172,0,0,0,0,0,1,0,0,1,0,0,0,5.01063529409626
2285,0,0,3,1,1,1,2,3,0,4.91,0,0.18,0,0,1,0,0,0,1,0,0,5.54907608489522
2372,3,1,1,1,1,1,2,30,66,4.94,0,0.56,1,0,0,0,0,1,0,0,0,5.06890420222023
2223,0,0,1,1,0,1.5,2,30,0,4.94,1,0.31,0,0,1,0,0,1,0,0,0,3.91202300542815
2225,0,0,1,1,1,1,2,30,0,4.92,1,0.19,1,0,0,0,0,0,1,0,0,4.99721227376411
3598,0,0,1,1,1,1,1,30,0,0,0,0,0,0,0,1,0,0,1,0,0,5.77455154554441
2728,0,0,2,1,0,1,2,30,225,4.77,0,0.86,0,0,1,0,1,0,0,0,0,3.76120011569356
2883,0,0,2,1,1,1,1,30,0,5,0,0.02,0,0,1,0,0,1,0,0,0,4.17438726989564
4037,3,0,1,1,1,2.5,4,30,244,5,0,0.16,1,0,0,0,0,1,0,0,0,6.58617165485467
2943,0,0,2,1,1,1,1,30,0,5,0,0.18,0,0,1,0,0,1,0,0,0,4.17438726989564
3822,4,0,2,1,1,1,2,14,5,4.86,1,0.15,1,0,0,0,0,0,1,0,0,4.78749174278205
2222,4,0,2,1,0,1,4,9,130,4.5,1,0.55,0,0,1,0,0,1,0,0,0,3.91202300542815
2270,4,1,5,1,1,1,3,3,160,4.73,0,1.8,1,0,0,0,0,1,0,0,0,4.85981240436167
3124,0,0,2,1,1,1,1,30,0,5,0,0.2,0,0,1,0,0,0,1,0,0,4.17438726989564
2943,0,0,2,1,1,1,3,30,0,5,1,0.19,1,0,0,0,0,1,0,0,0,4.60517018598809
3386,4,1,5,1,1,1,6,2,344,4.68,0,1.93,1,0,0,0,1,0,0,0,0,5.20948615284142
2221,4,1,0,1,1,1,8,2,86,4.63,1,3.77,0,0,1,0,0,0,1,0,0,6.04263283368238
3224,0,0,1,1,1,1,2,30,0,4.89,0,0.15,0,0,1,0,0,1,0,0,0,4.04305126783455
3028,0,0,2,1,1,2,1,30,0,0,0,0,0,0,1,0,0,1,0,0,0,3.68887945411394
3404,0,0,1,1,1,1,2,30,0,5,0,0.02,1,0,0,0,0,0,1,0,0,5.29831736654804
2417,2,0,1,1,1,1,3,1,179,4.71,1,0.81,1,0,0,0,1,0,0,0,0,5.7037824746562
2219,0,0,1,1,1,1,2,30,0,5,1,0.05,1,0,0,0,0,0,1,0,0,5.01063529409626
3601,4,0,1,1,1,1,2,2,5,4.78,1,0.83,1,0,0,0,0,1,0,0,0,4.74493212836325
3689,3,0,1,1,1,1,2,40,0,5,0,0.05,1,0,0,0,0,1,0,0,0,5.01063529409626
2824,1,0,2,1,1,1,3,90,276,4.98,0,0.66,1,0,0,0,0,0,1,0,0,5.04342511691925
3714,3,0,19,1,1,1,2,30,151,4.72,1,0.31,1,0,0,0,0,0,1,0,0,4.70048036579242
2218,4,1,1,1,1,1,2,3,188,4.91,1,1.93,1,0,0,0,0,0,0,1,0,4.59511985013459
2685,2,0,188,1,1,1,2,30,302,4.64,0,0.22,1,0,0,0,0,0,1,0,0,4.8283137373023
4740,3,1,6,1,1,3,2,30,295,4.66,0,0.6,0,0,1,0,0,1,0,0,0,3.71357206670431
2536,0,0,2,1,0,3,6,30,0,0,0,0,1,0,0,0,0,1,0,0,0,6.90775527898214
2975,2,0,1,1,1,1,4,30,104,4.69,0,0.8,1,0,0,0,0,0,1,0,0,5.92692602597041
2400,4,0,3,1,1,1,2,2,342,4.79,1,2.38,1,0,0,0,0,1,0,0,0,4.38202663467388
3065,0,0,1,1,1,1,2,3,0,4.73,0,0.73,0,0,1,0,0,1,0,0,0,3.78418963391826
2218,0,0,1,1,0,1,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,4.00733318523247
3884,2,0,1,1,1,1,1,30,1,4.47,0,0.48,1,0,0,0,0,0,1,0,0,4.78749174278205
3630,4,1,2,1,1,1,4,45,76,5,0,0.49,1,0,0,0,0,0,1,0,0,5.99146454710798
2217,0,0,1,1,0,1,2,30,0,0,0,0.03,0,0,1,0,0,0,0,1,0,4.23410650459726
3410,0,0,2,1,1,1,2,30,0,4.9,0,0.17,0,0,1,0,0,0,1,0,0,5.7037824746562
2294,0,0,1,1,1,1.5,2,30,0,4.93,0,0.25,0,0,1,0,0,1,0,0,0,4.17438726989564
2281,4,1,9,1,1,1,4,4,269,4.7,1,2.07,1,0,0,0,0,1,0,0,0,5.18738580584075
2598,0,0,1,1,1,1,2,30,0,0,0,0,0,0,1,0,0,1,0,0,0,2.30258509299405
2341,0,0,4,1,1,1,4,30,0,4,1,0.07,0,0,1,0,0,0,0,1,0,4.7361984483945
2217,2,0,2,1,0,1,5,3,350,4.32,0,1.04,1,0,0,0,0,1,0,0,0,4.89034912822175
2216,2,0,1,1,1,1,4,4,138,4.96,0,0.48,1,0,0,0,1,0,0,0,0,5.61677109766657
3075,0,0,1,1,0,1.5,4,30,0,4,0,0.02,0,0,1,0,0,0,1,0,0,4.17438726989564
2903,0,0,2,1,1,1,2,30,0,4.33,0,0.07,0,0,1,0,0,0,1,0,0,4.49980967033027
4607,4,0,1,1,1,2,8,30,215,0,0,0.02,1,0,0,0,0,0,1,0,0,6.68461172766793
2215,3,1,1,1,1,1,2,3,344,4.9,1,0.84,0,0,1,0,1,0,0,0,0,4.60517018598809
2543,0,0,1,1,1,2,1,30,0,3,0,0.02,0,0,1,0,0,0,1,0,0,3.68887945411394
2215,4,1,1,1,1,1,5,30,125,4.69,0,1.64,1,0,0,0,1,0,0,0,0,4.82028156560504
2411,0,0,1,1,1,1,2,3,0,4.66,0,0.84,0,0,1,0,0,0,1,0,0,4.04305126783455
2234,2,0,1,1,0,2,5,30,325,0,1,0.02,1,0,0,0,0,0,1,0,0,4.97673374242057
2444,4,1,3,1,1,1,4,30,328,4.86,0,0.23,1,0,0,0,0,1,0,0,0,4.60517018598809
3795,0,0,2,1,1,1,2,30,0,0,0,0,0,0,1,0,0,0,1,0,0,4.49980967033027
3795,0,0,2,1,1,1,2,30,0,0,0,0,0,0,1,0,0,0,1,0,0,4.60517018598809
2522,4,1,1,1,1,1,2,1,169,4.89,1,6.81,1,0,0,0,0,0,0,0,1,4.26267987704132
3421,0,0,1,1,1,1,2,30,0,4.5,0,0.03,1,0,0,0,0,0,1,0,0,5.16478597392351
4256,0,0,1,1,1,1,2,180,0,0,0,0,1,0,0,0,0,0,1,0,0,5.29330482472449
2213,4,0,1,1,1,1,4,2,354,4.81,0,5.65,0,0,1,0,0,0,0,1,0,4.78749174278205
4287,0,0,1,1,1,1,3,2,0,5,0,0.12,1,0,0,0,0,0,1,0,0,5.52146091786225
3091,0,0,1,1,1,1,1,30,0,4.83,0,0.19,0,0,1,0,0,0,1,0,0,4.86753445045558
2212,0,0,1,1,0,1,2,30,0,5,0,0.07,1,0,0,0,0,0,1,0,0,4.74493212836325
2590,4,1,3,1,1,1,3,6,22,4.79,1,1.81,1,0,0,0,0,1,0,0,0,4.38202663467388
4628,4,0,2,1,1,1,4,1,39,4.67,0,3.47,1,0,0,0,0,1,0,0,0,4.58496747867057
2212,0,0,1,1,1,1,2,2,185,4.89,0,1.28,0,0,1,0,0,1,0,0,0,4.51085950651685
3119,0,0,1,1,1,1,1,30,0,4.5,0,0.03,0,0,1,0,0,1,0,0,0,3.80666248977032
2735,4,0,1,1,1,1,6,5,215,4.36,0,3.11,1,0,0,0,0,0,1,0,0,6.18826412308259
3274,4,1,2,1,1,1,4,2,214,4.73,0,4.33,1,0,0,0,0,1,0,0,0,4.45434729625351
2684,4,0,2,1,1,1,1,5,53,4.8,0,0.31,0,0,1,0,1,0,0,0,0,3.98898404656427
2211,0,0,1,1,0,1,4,30,0,5,0,0.06,1,0,0,0,0,0,1,0,0,5.01063529409626
2685,2,0,188,1,1,1,3,30,228,4.89,0,0.16,1,0,0,0,0,0,1,0,0,4.74493212836325
2211,4,0,3,1,1,1,5,30,0,4.66,0,2.33,1,0,0,0,0,1,0,0,0,4.7361984483945
3263,0,0,1,1,1,1,2,30,0,4,0,0.02,0,0,1,0,0,0,1,0,0,4.49980967033027
2680,0,0,1,1,1,1,2,30,0,0,0,0.02,1,0,0,0,0,1,0,0,0,5.99146454710798
3417,0,0,1,1,1,1,2,30,0,5,0,0.02,1,0,0,0,0,0,1,0,0,4.89783979995091
4706,0,0,1,1,1,1,2,30,0,4.12,0,0.28,0,0,1,0,0,1,0,0,0,3.80666248977032
3708,0,0,1,1,1,1,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,4.24849524204936
3001,0,0,1,1,1,1,2,1,0,5,0,0.13,1,0,0,0,0,1,0,0,0,4.8283137373023
3498,3,0,3,1,0,1,2,7,105,4.86,0,0.56,0,0,1,0,0,0,1,0,0,4.20469261939097
2466,0,0,1,1,1,2,3,30,0,4.74,0,0.57,0,0,1,0,0,0,0,1,0,4.43081679884331
2699,0,0,1,1,1,1,5,30,0,4.67,0,0.05,1,0,0,0,0,0,1,0,0,5.08759633523238
2252,2,0,7,1,1,1,6,3,238,4.8,0,2.47,1,0,0,0,0,0,0,0,1,4.85981240436167
3077,3,1,1,1,1,1,2,30,0,4.69,0,0.51,1,0,0,0,0,1,0,0,0,4.24849524204936
2277,2,0,1,1,0,1,16,1,89,0,0,0,0,0,1,0,0,0,1,0,0,7.95752740223077
2410,4,0,290,1,1,2,5,27,364,0,0,0,1,0,0,0,0,0,1,0,0,6.39526159811545
4391,0,0,1,1,1,1,3,30,0,4.69,0,0.33,0,0,1,0,0,1,0,0,0,4.44265125649032
3161,0,0,2,1,1,1,2,30,0,4.6,0,1.82,0,0,1,0,0,0,1,0,0,4.55387689160054
2769,4,0,3,1,1,1,2,1,338,4.39,0,1.06,0,0,1,0,0,0,0,1,0,3.91202300542815
2229,3,1,1,1,1,1,2,4,199,5,0,3.25,1,0,0,0,0,0,0,1,0,4.4188406077966
2672,0,0,1,1,1,1,1,30,0,4.92,0,0.19,1,0,0,0,0,0,1,0,0,4.70048036579242
3823,3,1,3,1,1,1,2,3,30,4.92,0,1,0,0,1,0,0,1,0,0,0,4.49980967033027
2598,0,0,1,1,0,1,3,30,0,4.5,0,0.03,1,0,0,0,0,0,1,0,0,5.16478597392351
2209,0,0,1,1,0,1,1,30,0,0,0,0,0,0,1,0,1,0,0,0,0,4.24849524204936
2646,0,0,2,1,1,1,1,30,0,4.9,1,0.18,0,0,1,0,0,1,0,0,0,3.55534806148941
3230,4,1,4,1,0,1.5,1,30,65,4.78,1,0.29,0,0,1,0,0,0,1,0,0,3.68887945411394
3673,4,1,1,1,1,1,2,30,50,5,0,0.45,1,0,0,0,0,1,0,0,0,5.01063529409626
2208,2,0,1,1,1,1,6,2,274,4.69,0,2.53,1,0,0,0,0,1,0,0,0,5.01063529409626
2611,0,0,1,1,1,1,3,30,0,4.5,0,0.03,1,0,0,0,0,1,0,0,0,4.4188406077966
2208,4,0,2,1,1,1,2,1,165,4.59,0,2.73,0,0,1,0,0,0,1,0,0,4.47733681447821
2208,4,0,2,1,1,1,2,1,147,4.5,0,1.95,0,0,1,0,0,0,1,0,0,4.0943445622221
3220,3,1,2,1,1,1,2,31,0,0,1,0,1,0,0,0,0,0,1,0,0,4.82028156560504
4732,3,0,1,1,1,3.5,8,5,5,4.91,0,0.22,1,0,0,0,0,1,0,0,0,6.81783057145415
2542,3,0,3,1,1,1,8,1,0,4.47,0,6.02,1,0,0,0,0,0,0,1,0,4.40671924726425
3866,0,0,1,1,1,1,3,30,0,0,0,0,1,0,0,0,0,1,0,0,0,4.78749174278205
3113,3,0,204,1,1,1,2,30,307,3.5,1,0.07,1,0,0,0,0,0,1,0,0,5.53338948872752
2207,3,1,1,1,1,1,2,2,60,4.85,0,1.78,1,0,0,0,0,1,0,0,0,4.66343909411207
3575,0,0,1,1,1,1,2,30,0,4,1,0.06,0,0,1,0,0,1,0,0,0,3.93182563272433
3439,4,0,3,1,1,1,6,7,78,4.77,0,3.06,1,0,0,0,0,0,0,1,0,5.37989735354046
